srcNodeId,dstNodeId,bandwidth,latency
11,4,5600.0,19.098655935730427
22,1,2720.0,20.182863986539672
1,13,640.0,18.354933836074846
10,18,17954.0,14.87
24,10,80.0,27.19114679282081
21,12,34406.0,26.39824123898005
18,6,1360.0,14.263124564536403
11,18,26760.0,9.6
9,2,64988.0,20.194267107093673
11,8,5200.0,15.134035597184738
12,11,57342.0,15.090644616660729
13,16,21025.0,15.320502169655304
7,8,64988.0,43.886308946071026
19,13,1120.0,7.404169765253784
10,4,5440.0,31.772031905797768
24,16,7280.0,17.616759620096005
22,20,39282.0,6.66
22,6,42051.0,13.565287565713588
21,23,5360.0,15.892606599333163
17,9,60789.0,10.15
3,21,22865.0,17.11818901181641
2,14,1920.0,17.379500095612002
22,13,2400.0,11.286822709909753
17,4,2480.0,20.875390133231797
18,11,17954.0,9.6
5,12,7094.0,10.62611442721144
14,15,118507.0,11.393042150113645
2,7,3040.0,13.24406283448824
7,24,6080.0,23.960719734550864
5,3,358152.0,6.14
4,1,55646.0,12.755592577185071
20,23,26760.0,11.49
19,3,233920.0,16.504764491751526
1,22,55646.0,18.05143125761802
15,2,30583.0,14.13167234858551
14,11,9200.0,13.87917631206758
14,23,1760.0,8.43
4,18,11469.0,24.71466533761032
12,10,160.0,20.51012973665182
19,15,34406.0,13.704974020272493
24,9,2720.0,14.203083747931057
10,9,365703.0,22.439057425536745
17,12,2000.0,23.978686914923927
17,11,480.0,17.690388062567745
19,21,29749.0,20.352406291712406
1,17,15292.0,11.36
1,19,3600.0,23.53678575406903
1,4,8640.0,16.48660281102273
6,2,64988.0,10.97286355924764
18,24,9681.0,15.176425147765029
14,5,5120.0,9.507606728192977
19,4,29749.0,35.507861175912595
22,7,3120.0,26.492382784832625
13,1,1360.0,17.81703566154245
10,23,26760.0,23.90979742166489
13,11,1840.0,16.54956910897775
7,6,3823.0,22.693214694131125
7,21,2240.0,12.64782981350272
7,23,2880.0,18.368605745654914
18,14,119842.0,14.697481682165302
10,17,800.0,21.34418073710442
20,22,358152.0,6.66
13,18,133798.0,25.22589954073095
7,4,141444.0,35.64977152438517
22,4,48047.0,8.21
24,7,14160.0,24.60397999041631
23,24,2240.0,8.43
13,24,4080.0,22.44859736161701
22,21,59896.0,21.191099649881178
13,8,23025.0,15.506136645425315
9,12,55646.0,22.7741546988187
5,2,14934.0,12.345511984363576
16,23,4320.0,18.434573395921564
2,16,14934.0,10.987058438780606
6,9,5760.0,15.437563272084121
20,3,19114.0,5.16
9,8,1360.0,8.29
24,11,3600.0,14.389867413535715
21,19,30583.0,21.159448975343498
11,23,10465.0,18.611293000907104
17,24,39282.0,7.629434899383531
22,3,42051.0,14.998581334239717
11,14,6081.0,17.94400816894298
16,10,78634.0,16.36
6,8,5120.0,25.105725420511515
8,23,1520.0,18.3407830335874
6,18,3120.0,11.019130540213123
15,1,60789.0,25.075001164991537
21,13,7094.0,27.45198951797421
21,7,7094.0,12.289813991432354
1,18,8960.0,18.510815241520472
19,23,7280.0,19.617077048260004
6,14,17954.0,17.68968880265065
15,5,5600.0,5.76
15,19,1600.0,14.470384709816338
9,3,5040.0,13.23860184993394
10,16,15760.0,16.36
2,22,7094.0,18.986064784534445
13,17,5040.0,18.29074841530082
24,21,118507.0,18.643393740816258
21,5,960.0,12.020532308998588
18,1,18070.0,21.709657352163823
2,20,22865.0,15.319324132087953
9,19,5200.0,22.003675212545634
2,24,6081.0,31.654854191448088
20,2,6000.0,15.788660007102777
6,21,480.0,11.910111540012103
15,10,30583.0,14.88
4,8,2720.0,8.03
22,17,9029.0,19.688902235335433
21,6,22937.0,14.6386295054245
18,13,3040.0,19.463681652842418
8,1,6000.0,16.970564296001662
2,13,23025.0,4.81
6,17,7040.0,15.181940842778353
17,1,18210.0,11.36
14,12,51573.0,16.574163486536033
15,7,7040.0,12.317472955013855
3,19,68811.0,14.905776422641459
20,10,1600.0,16.843995382244948
17,14,5360.0,14.120653249523045
10,19,42051.0,18.160618700965603
19,2,3360.0,3.79
10,6,1120.0,18.744363021471628
15,12,3823.0,18.99895177592006
20,11,55646.0,14.493736684786386
24,14,7280.0,8.43
5,8,8400.0,11.737601835894843
24,5,2240.0,11.91170182898725
19,7,160.0,12.958415210978995
9,6,22865.0,17.267476588882197
10,11,5360.0,13.35
22,10,400.0,25.99405935400977
6,13,320.0,6.519400605028124
5,10,880.0,16.626004810545485
8,19,3840.0,18.78877135992155
