srcNodeId,dstNodeId,bandwidth,latency
6,2,50.0,183.07554864105896
9,4,100.0,163.04265556866267
3,8,1000.0,390.4867490769904
3,6,50.0,175.66481976965764
1,2,50.0,271.9412103504672
2,7,500.0,246.07358568449223
4,6,50.0,204.67275421860035
5,7,50.0,96.15631504429138
3,1,500.0,211.00262569918868
8,7,500.0,56.41
8,4,100.0,296.7584453968858
3,7,50.0,194.92833290806433
4,9,1000.0,211.87999881071278
2,9,1000.0,175.2236692946917
6,5,500.0,65.87
6,1,100.0,94.44
7,5,1000.0,106.83411080660329
6,9,500.0,84.14
7,1,1000.0,139.00395546819723
8,1,1000.0,117.00876339339135
4,7,500.0,181.08806139904036
3,9,50.0,212.74981151043283
7,3,500.0,194.5430722859889
6,7,50.0,85.94
9,5,100.0,103.12040625454728
5,4,1000.0,122.3335455766047
7,4,1000.0,232.39233935556953
3,5,1000.0,191.98384664388212
3,4,100.0,52.32
8,2,500.0,350.6585615670479
9,3,100.0,292.8519730485376
8,6,1000.0,85.94
9,8,50.0,82.44
4,5,50.0,135.44067517091295
4,2,50.0,93.55546123376702
7,6,500.0,85.94
