srcNodeId,dstNodeId,bandwidth,latency
14,4,6.0,356.9573328104995
29,14,3.0,212.8500558560261
20,35,4.0,357.9529688564555
18,16,10.0,61.3240741252625
1,35,3.0,112.99770934803429
12,27,9.0,273.19992659237295
17,29,7.0,188.25315512033248
24,8,8.0,76.86543448933517
9,7,5.0,197.308936714153
13,26,9.0,259.96441701395923
1,14,2.0,252.802264584521
27,29,7.0,277.7859491668706
16,12,8.0,354.5114975164716
28,27,6.0,195.18874531280147
18,33,7.0,187.30783805289244
8,23,9.0,223.02065271899673
4,6,4.0,164.21609045677863
19,15,2.0,335.4077875420264
1,18,9.0,316.83464379992216
15,9,9.0,229.16156441741592
35,27,2.0,99.70388045037036
20,6,9.0,305.93522911597114
22,20,7.0,393.7373560119769
22,24,5.0,261.1108068873334
9,17,10.0,282.28577234606877
32,1,1.0,529.1712813240242
26,19,6.0,234.84078329078082
8,35,5.0,224.07611413251348
18,9,10.0,445.25707443216976
12,30,6.0,252.0509351873581
3,24,5.0,250.80892004143544
25,21,5.0,237.16853580413215
29,11,7.0,500.6725083321486
18,13,2.0,208.87350957930755
21,1,1.0,202.18277721140208
25,6,1.0,509.3789549716936
21,33,10.0,114.48796846868977
9,13,8.0,532.0443040220595
9,30,9.0,227.14966113138274
13,12,9.0,298.78831998181624
26,15,8.0,87.16874070727195
15,28,5.0,130.6517097705979
24,6,2.0,322.94390174275793
16,14,6.0,379.5451590831169
3,1,1.0,437.8669746484301
14,15,1.0,403.97471331643226
25,22,3.0,114.77096457428755
3,18,2.0,100.95853876178808
19,34,9.0,557.5095798533214
1,8,6.0,313.70576313056125
25,11,10.0,470.6240621733103
3,33,7.0,265.0282370112986
15,27,3.0,283.4972674899293
16,32,6.0,303.8881180396181
2,25,1.0,169.35805141178298
17,30,3.0,205.19440871008345
35,34,6.0,186.39552708675075
21,11,10.0,285.17537610502467
12,15,7.0,219.36837736141928
15,32,2.0,116.95240544463752
10,13,9.0,226.7207831640486
26,27,3.0,184.65326150782937
5,3,6.0,237.0344344784625
14,5,7.0,293.539789671988
14,33,1.0,253.29114452039352
28,26,9.0,154.7266052972019
22,23,5.0,174.39116496034728
30,1,2.0,150.10540292474258
21,30,1.0,86.86590543722272
11,31,6.0,490.49545836750997
23,24,5.0,207.7267116624253
7,5,5.0,69.03999342459205
30,21,2.0,56.22718095798198
31,14,10.0,272.6652442842782
16,23,7.0,333.1846419635566
20,31,1.0,259.05262927162926
1,6,2.0,282.81773540361917
15,16,7.0,177.78794001641856
17,35,7.0,79.29339431227717
20,21,1.0,489.3234374421535
23,15,9.0,175.08384703614797
6,34,6.0,235.2926537029412
5,12,1.0,120.55323962213926
3,31,5.0,427.02772025985394
16,20,7.0,318.736744797443
14,8,3.0,336.53531296224685
28,2,2.0,188.8574783055899
33,27,2.0,194.0828563999205
32,24,1.0,59.8973890549581
35,26,5.0,326.3002302326461
12,29,5.0,107.31525427075817
3,25,6.0,273.5911065874393
30,20,8.0,335.07166030492687
4,3,2.0,190.47095317043772
3,23,10.0,337.48470146466553
26,11,2.0,206.15600390492034
28,35,2.0,263.11050448226086
33,13,5.0,168.48999999999998
12,1,4.0,205.10047776364502
13,23,4.0,387.8170601373188
31,13,9.0,294.406665344334
12,3,1.0,334.23520514563154
26,29,10.0,294.64811788384384
14,13,7.0,568.5269678054061
7,28,5.0,279.3053352827566
30,26,7.0,223.6163917625091
25,34,1.0,414.9396855737109
11,2,7.0,357.06870176837435
25,19,4.0,119.90328445267644
11,14,3.0,686.9885901498744
4,30,2.0,218.85378595365978
25,28,7.0,374.5764723316744
30,7,3.0,216.38240861492457
19,20,7.0,171.11508087273594
5,1,1.0,129.5417423100699
29,5,4.0,70.47931719850467
5,35,4.0,305.0541470329501
4,2,5.0,87.8240309113255
15,29,9.0,117.68650252430193
31,8,4.0,387.08951904202627
32,9,8.0,247.99624524552686
31,23,5.0,319.0179375573375
20,23,10.0,217.79117478321092
3,27,3.0,154.9583515259135
30,16,9.0,224.23690059749205
30,3,3.0,286.8578483498123
30,32,10.0,251.04956207300998
24,25,4.0,332.6018934965482
18,24,3.0,215.31596795718676
18,34,9.0,143.78926836675168
3,13,5.0,55.84
33,30,1.0,104.3857443208465
1,7,4.0,137.26787501094935
21,8,10.0,419.98789122420425
20,11,8.0,369.1359551709174
23,26,2.0,394.88117657374227
25,13,8.0,387.7703415799941
6,13,6.0,260.9201088742141
2,22,8.0,100.49109479015324
23,27,4.0,409.08806725455315
32,13,5.0,347.7878316523381
31,19,7.0,212.49220081135164
6,15,2.0,141.35166601594804
15,25,3.0,278.381626730594
28,14,8.0,301.80233703963563
3,35,2.0,330.70642137665664
2,7,3.0,101.61077151925443
10,5,2.0,169.03699499393758
10,6,2.0,321.28948679848736
12,10,9.0,82.81975515211776
6,22,6.0,227.8581161597847
5,10,6.0,157.288640555671
9,12,6.0,60.364512818673084
35,19,6.0,253.17625617803446
28,19,1.0,384.1470036047399
19,33,9.0,182.61294025933515
13,7,10.0,319.31284233594727
8,21,1.0,373.4996847028392
16,29,2.0,277.84408026940923
17,15,5.0,291.5232804353948
11,35,4.0,271.2203262497554
19,27,8.0,341.50871792413926
